"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","ce9f2928-d1ca-4f28-bd01-fe5d691e9a4d","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169371358/169371358-001_ac.jpg","","ratified-indian-treaties","169371358","","","","-1","1","",""
"Image","1","1","617bea6c-5648-4a58-aa05-6860cb19ca9f","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169371358/169371358-002_ac.jpg","","ratified-indian-treaties","169371358","","","","-1","2","",""
"Image","2","1","49fb3018-9c57-4726-b8f2-6d10a2bd085e","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169371358/169371358-003_ac.jpg","","ratified-indian-treaties","169371358","","","","-1","3","",""
"Image","3","1","1f106673-30aa-493d-9798-af54084325cc","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169371358/169371358-004_ac.jpg","","ratified-indian-treaties","169371358","","","","-1","4","",""
"Image","4","1","15de0854-642d-4005-9214-e919e777db53","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169371358/169371358-005_ac.jpg","","ratified-indian-treaties","169371358","","","","-1","5","",""
"Image","5","1","724d37e9-ec9b-411e-82f9-7928c6a9b1ba","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169371358/169371358-006_ac.jpg","","ratified-indian-treaties","169371358","","","","-1","6","",""
"Image","6","1","d2f94f35-ac4d-4567-a34c-e37291dd908d","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169371358/169371358-007_ac.jpg","","ratified-indian-treaties","169371358","","","","-1","7","",""
"Image","7","1","c05a789e-efc3-4f15-89a5-075e1e2e7727","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169371358/169371358-008_ac.jpg","","ratified-indian-treaties","169371358","","","","-1","8","",""
"Image","8","1","16c6770e-1d09-4196-b0b6-f4b74d54d78f","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169371358/169371358-009_ac.jpg","","ratified-indian-treaties","169371358","","","","-1","9","",""
"Image","9","1","253e84c6-7fda-4e4e-bcec-645f2a89d263","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169371358/169371358-010_ac.jpg","","ratified-indian-treaties","169371358","","","","-1","10","",""
"Image","10","1","1df58510-5495-456b-97d0-d5a0e2e86f35","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169371358/169371358-011_ac.jpg","","ratified-indian-treaties","169371358","","","","-1","11","",""
