"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","d2238122-6f6a-4c2a-8a5d-5629e9af632b","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/148030503/148030503-001-ac.jpg","","ratified-indian-treaties","148030503","","","","-1","1","",""
"Image","1","1","5bdfc5aa-7d83-456b-8d20-684315e66c23","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/148030503/148030503-002-ac.jpg","","ratified-indian-treaties","148030503","","","","-1","2","",""
"Image","2","1","45cce98f-38cd-4da9-8e6b-a31947a5e19e","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/148030503/148030503-003-ac.jpg","","ratified-indian-treaties","148030503","","","","-1","3","",""
