"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","34399db3-dd00-49b0-aeb1-7947053c3d9c","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/82573069/82573069-001_ac.jpg","","ratified-indian-treaties","82573069","","","","-1","1","",""
"Image","1","1","36ba3d1f-2463-442d-a812-cecf5ea9d751","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/82573069/82573069-002_ac.jpg","","ratified-indian-treaties","82573069","","","","-1","2","",""
"Image","2","1","c8c984e8-bb2d-484f-b103-1edb8b910da8","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/82573069/82573069-003_ac.jpg","","ratified-indian-treaties","82573069","","","","-1","3","",""
