"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","f1ef43ab-4bd1-4005-868d-e020e2e15ef2","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124450756/124450756-001-ac.jpg","","ratified-indian-treaties","124450756","","","","-1","1","",""
"Image","1","1","126c6101-cda7-4ddf-9140-9be72cd87622","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124450756/124450756-002-ac.jpg","","ratified-indian-treaties","124450756","","","","-1","2","",""
"Image","2","1","f9abb3dd-9d05-43ea-a2e6-b970381a8336","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124450756/124450756-003-ac.jpg","","ratified-indian-treaties","124450756","","","","-1","3","",""
"Image","3","1","27ce6d58-9ac5-4c2b-8927-9e932091d01a","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124450756/124450756-004-ac.jpg","","ratified-indian-treaties","124450756","","","","-1","4","",""
"Image","4","1","9d8c4875-da39-4291-af44-fabdb7b47d3d","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124450756/124450756-005-ac.jpg","","ratified-indian-treaties","124450756","","","","-1","5","",""
"Image","5","1","5a912289-6ec4-4f6c-a269-bc7d26cca417","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124450756/124450756-006-ac.jpg","","ratified-indian-treaties","124450756","","","","-1","6","",""
"Image","6","1","52519b9a-6fbf-47cb-8dca-2c5aaa9f2e6e","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124450756/124450756-007-ac.jpg","","ratified-indian-treaties","124450756","","","","-1","7","",""
"Image","7","1","60114603-c6c4-4a21-b2ad-1a501cccfdd9","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124450756/124450756-008-ac.jpg","","ratified-indian-treaties","124450756","","","","-1","8","",""
