"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","3ab969d1-3078-438a-88b9-ef52f9e1d3d0","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/100463812/100463812-001_ac.jpg","","ratified-indian-treaties","100463812","","","","-1","1","",""
"Image","1","1","fed11261-92b2-410c-b33b-cb9f46b282d7","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/100463812/100463812-002_ac.jpg","","ratified-indian-treaties","100463812","","","","-1","2","",""
"Image","2","1","4d92881c-c6b9-4564-b795-128ec7a580f9","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/100463812/100463812-003_ac.jpg","","ratified-indian-treaties","100463812","","","","-1","3","",""
"Image","3","1","d2f1d741-50bb-4928-a846-76079be610bd","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/100463812/100463812-004_ac.jpg","","ratified-indian-treaties","100463812","","","","-1","4","",""
"Image","4","1","25e5a745-5131-4694-afd7-843cc4828828","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/100463812/100463812-005_ac.jpg","","ratified-indian-treaties","100463812","","","","-1","5","",""
"Image","5","1","8d7c042b-b2ae-48c4-a0fa-6f50f9512856","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/100463812/100463812-006_ac.jpg","","ratified-indian-treaties","100463812","","","","-1","6","",""
"Image","6","1","e04a9ad9-7015-4a43-8160-7203bbebae09","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/100463812/100463812-007_ac.jpg","","ratified-indian-treaties","100463812","","","","-1","7","",""
