"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","aabd6935-db33-4b2f-89d6-6cdf9e2c0963","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-001_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","1","",""
"Image","1","1","37aa622c-78a5-47a5-b329-49c869c8f5a6","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-002_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","2","",""
"Image","2","1","50d5b038-b3be-4e74-bede-50c2be5b0f29","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-003_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","3","",""
"Image","3","1","27b5a48b-ad74-4ef5-be74-f5a107ffe7d4","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-004_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","4","",""
"Image","4","1","7d018627-bdfa-46fe-9762-9a1b159756e9","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-005_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","5","",""
"Image","5","1","104dd1a9-be23-4cfe-ba1f-2e89c3c277d8","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-006_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","6","",""
"Image","6","1","580119d2-ee34-462d-9f7e-70b7ac05f5ff","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-007_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","7","",""
"Image","7","1","5729d865-87ae-45df-b657-534a13bebdb3","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-008_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","8","",""
"Image","8","1","11eb5914-52f0-4e69-ba55-16d3445f3ec9","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-009_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","9","",""
"Image","9","1","109fdcf2-1309-491f-975e-32bfd1a5a0f0","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-010_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","10","",""
"Image","10","1","f4db7f06-105c-497d-9f1c-bec56d07589f","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-011_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","11","",""
"Image","11","1","4ee0483b-d3e5-43ec-852b-0826a14033d0","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-012_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","12","",""
"Image","12","1","b2505150-1c48-4e8b-8a26-2e4a85d01576","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-013_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","13","",""
"Image","13","1","8cc57182-e20c-4099-9cff-657c68f05fd5","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-014_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","14","",""
"Image","14","1","6ef389da-7ca5-45c2-96a2-8c7a045e3f8a","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-015_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","15","",""
"Image","15","1","589a50c8-61e7-43b8-bff2-29c4f7aecf35","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-016_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","16","",""
"Image","16","1","633f5de6-6102-4fb6-b0bc-1003c03ca84c","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-017_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","17","",""
"Image","17","1","a7bc61f9-836b-4c3a-b95b-84b00a71bc3e","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-018_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","18","",""
"Image","18","1","9252f34f-1b61-4aef-aec4-7b3e9b6824ad","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-019_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","19","",""
"Image","19","1","82187d63-5c85-4220-9f26-1f9c8796dc96","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/RIT_March_2020/169820741/169820741-020_ac.jpg","","ratified-indian-treaties","169820741","","","","-1","20","",""
