"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","9588c661-07f5-4537-baaa-4e7314b911f0","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124218438/124218438-001-ac.jpg","","ratified-indian-treaties","124218438","","","","-1","1","",""
"Image","1","1","4e71b729-cf6d-46b9-a781-06ac2726b45a","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124218438/124218438-002-ac.jpg","","ratified-indian-treaties","124218438","","","","-1","2","",""
"Image","2","1","f8023cd9-df7d-4eec-8eae-999e35063e38","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124218438/124218438-003-ac.jpg","","ratified-indian-treaties","124218438","","","","-1","3","",""
