"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","d42b9178-034a-43da-a7e5-e947380a3f56","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-001_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","1","",""
"Image","1","1","d7ecf81c-e21c-4e11-b098-c8648b177aec","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-002_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","2","",""
"Image","2","1","3816b565-65e6-4b87-99d5-6b2c15acb1e8","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-003_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","3","",""
"Image","3","1","2e516404-35f8-4493-a6ef-ba02e8ad1ad0","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-004_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","4","",""
"Image","4","1","12c2a5d7-0bb2-49fd-b51d-d5b3ff10ee05","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-005_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","5","",""
"Image","5","1","fb0fe07f-3cf4-4c5e-8422-26f09f6f458d","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-006_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","6","",""
"Image","6","1","d76fd476-7bbd-48b7-9acb-8e00bbba114b","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-007_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","7","",""
"Image","7","1","3e3a3fb9-4a43-477b-ab87-60553895c961","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-008_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","8","",""
"Image","8","1","f3b2e745-59bc-4ff3-a0b0-be940de6f381","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-009_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","9","",""
"Image","9","1","32d7d70d-1f18-46d7-887f-e45b867126f8","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-010_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","10","",""
"Image","10","1","d24e3a04-2f18-4626-a2e9-48bc1baf77ea","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-011_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","11","",""
"Image","11","1","a84006e4-f058-42d3-8b2a-777b5eef35e1","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-012_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","12","",""
"Image","12","1","14b831a6-e324-4aa9-9cd5-be6377bcf7f1","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/90280357/90280357-013_ac.jpg","","ratified-indian-treaties","90280357","","","","-1","13","",""
