"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","5e298ed4-0ba7-4ef0-b8ff-19133ed60d22","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/74859411/74859411-001_ac.jpg","","ratified-indian-treaties","74859411","","","","-1","1","",""
"Image","1","1","1df54fba-12c7-4409-b203-f3f13d576e48","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/74859411/74859411-002_ac.jpg","","ratified-indian-treaties","74859411","","","","-1","2","",""
"Image","2","1","e0d0295c-a76a-4519-a21a-f3d2aa830755","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/74859411/74859411-003_ac.jpg","","ratified-indian-treaties","74859411","","","","-1","3","",""
"Image","3","1","a56d5a1f-3547-440e-962a-9e8f2907a53c","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/74859411/74859411-004_ac.jpg","","ratified-indian-treaties","74859411","","","","-1","4","",""
"Image","4","1","1494e308-1317-48f2-9488-db5c8b3f66fd","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/74859411/74859411-005_ac.jpg","","ratified-indian-treaties","74859411","","","","-1","5","",""
"Image","5","1","7ec4ddbc-db73-4394-82e5-8c62b6f2beaf","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/74859411/74859411-006_ac.jpg","","ratified-indian-treaties","74859411","","","","-1","6","",""
"Image","6","1","cc946b66-657a-47f5-8256-8cc581c39e75","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/74859411/74859411-007_ac.jpg","","ratified-indian-treaties","74859411","","","","-1","7","",""
"Image","7","1","428df6c3-c619-4e49-a74d-9ec5e041d37c","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/74859411/74859411-008_ac.jpg","","ratified-indian-treaties","74859411","","","","-1","8","",""
"Image","8","1","894c568f-df64-48d4-87fc-89f4626de212","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/74859411/74859411-009_ac.jpg","","ratified-indian-treaties","74859411","","","","-1","9","",""
"Image","9","1","26ac1995-3d0c-4259-827f-9d0daa01638d","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/74859411/74859411-010_ac.jpg","","ratified-indian-treaties","74859411","","","","-1","10","",""
