"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","8f4ad1bf-3b30-4193-9c99-daee3c232811","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124450769/124450769-001-ac.jpg","","ratified-indian-treaties","124450769","","","","-1","1","",""
"Image","1","1","4d96e87e-078c-4371-a533-96033bdda6b7","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124450769/124450769-002-ac.jpg","","ratified-indian-treaties","124450769","","","","-1","2","",""
"Image","2","1","a2021ad3-74a7-47a8-9431-c52f65ae577a","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124450769/124450769-003-ac.jpg","","ratified-indian-treaties","124450769","","","","-1","3","",""
