"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","02432fc1-3a94-4862-adaa-165cb04d8dab","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/70168724/70168724-001-ac.jpg","","ratified-indian-treaties","70168724","","","","-1","1","",""
"Image","1","1","2ecb1e46-e874-429e-a19b-367b3b6603a7","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/70168724/70168724-002-ac.jpg","","ratified-indian-treaties","70168724","","","","-1","2","",""
"Image","2","1","7ae4e337-4d32-46e1-a708-a9e97fc48b57","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/70168724/70168724-003-ac.jpg","","ratified-indian-treaties","70168724","","","","-1","3","",""
"Image","3","1","2712988e-0b4e-441c-9409-e8a9b1ac12c7","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/70168724/70168724-004-ac.jpg","","ratified-indian-treaties","70168724","","","","-1","4","",""
"Image","4","1","c1e69a30-b441-4f37-bc17-805ab3b12e9a","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/70168724/70168724-005-ac.jpg","","ratified-indian-treaties","70168724","","","","-1","5","",""
"Image","5","1","270213bb-a1cb-484e-b31b-56bd0945e4f6","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/70168724/70168724-006-ac.jpg","","ratified-indian-treaties","70168724","","","","-1","6","",""
"Image","6","1","497e66c2-67e0-420b-b4b2-2bd95ee49b50","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/70168724/70168724-007-ac.jpg","","ratified-indian-treaties","70168724","","","","-1","7","",""
"Image","7","1","a766d17d-787b-4442-883d-8edf618cc3f3","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/70168724/70168724-008-ac.jpg","","ratified-indian-treaties","70168724","","","","-1","8","",""
"Image","8","1","e046568d-17b8-4bfd-a24f-d3807bee6f24","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/70168724/70168724-009-ac.jpg","","ratified-indian-treaties","70168724","","","","-1","9","",""
"Image","9","1","ae7f2f11-593a-4955-9414-f43a8d47ade9","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/70168724/70168724-010-ac.jpg","","ratified-indian-treaties","70168724","","","","-1","10","",""
"Image","10","1","c7dd96cb-e119-4088-8309-bbc89e1129ee","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/70168724/70168724-011-ac.jpg","","ratified-indian-treaties","70168724","","","","-1","11","",""
