"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","0","1","f41d1c6d-e327-4c8e-a882-718cbef7df75","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124218438/124218438-001-ac.jpg","","ratified-indian-treaties","124218438","","","","-1","1","",""
"Image","1","1","749293c7-f260-40bd-a544-b7abdff78b85","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124218438/124218438-002-ac.jpg","","ratified-indian-treaties","124218438","","","","-1","2","",""
"Image","2","1","d71f6989-1862-4df5-915f-c16636da4921","https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-011/299798/124218438/124218438-003-ac.jpg","","ratified-indian-treaties","124218438","","","","-1","3","",""
